U I1 I2 I3 I4 I5 I6 I7 I8 I9 I10 I11 I12 I13 I14 I15 I16 I17 I18 I19 I20 I21 I22 I23 I24 I25 I26 I27
-3.9 3.22e-04 2.51e-02 2.79e-01 5.13e-01 1.60e-01 2.21e-02 7.80e-04 2.20e-05 9.42e-08 7.74e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-3.8 1.79e-04 1.66e-02 2.29e-01 5.22e-01 1.99e-01 3.11e-02 1.26e-03 3.58e-05 1.61e-07 1.23e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-3.7 9.53e-05 1.07e-02 1.83e-01 5.18e-01 2.43e-01 4.35e-02 2.05e-03 5.90e-05 2.79e-07 2.02e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-3.6 4.90e-05 6.68e-03 1.42e-01 4.99e-01 2.89e-01 6.01e-02 3.31e-03 9.81e-05 4.91e-07 3.43e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-3.5 2.43e-05 4.04e-03 1.07e-01 4.68e-01 3.34e-01 8.17e-02 5.34e-03 1.64e-04 8.70e-07 5.97e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-3.4 1.16e-05 2.37e-03 7.79e-02 4.25e-01 3.77e-01 1.09e-01 8.51e-03 2.76e-04 1.55e-06 1.06e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-3.3 5.33e-06 1.34e-03 5.50e-02 3.74e-01 4.12e-01 1.43e-01 1.34e-02 4.65e-04 2.76e-06 1.93e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-3.2 2.36e-06 7.34e-04 3.76e-02 3.19e-01 4.37e-01 1.83e-01 2.07e-02 7.83e-04 4.92e-06 3.53e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-3.1 1.01e-06 3.88e-04 2.48e-02 2.64e-01 4.49e-01 2.29e-01 3.15e-02 1.31e-03 8.75e-06 6.49e-07 1.44e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-3.0 4.14e-07 1.98e-04 1.58e-02 2.10e-01 4.47e-01 2.78e-01 4.67e-02 2.19e-03 1.55e-05 1.19e-06 2.29e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.9 1.64e-07 9.74e-05 9.75e-03 1.62e-01 4.29e-01 3.28e-01 6.76e-02 3.61e-03 2.75e-05 2.18e-06 3.65e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.8 6.23e-08 4.61e-05 5.78e-03 1.20e-01 3.98e-01 3.75e-01 9.52e-02 5.87e-03 4.84e-05 3.93e-06 5.87e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.7 2.28e-08 2.10e-05 3.30e-03 8.58e-02 3.56e-01 4.15e-01 1.30e-01 9.41e-03 8.47e-05 7.03e-06 9.50e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.6 7.99e-09 9.23e-06 1.81e-03 5.91e-02 3.07e-01 4.44e-01 1.73e-01 1.48e-02 1.47e-04 1.24e-05 1.55e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.5 2.69e-09 3.89e-06 9.60e-04 3.92e-02 2.55e-01 4.59e-01 2.22e-01 2.27e-02 2.54e-04 2.15e-05 2.57e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.4 8.74e-10 1.58e-06 4.89e-04 2.50e-02 2.05e-01 4.59e-01 2.77e-01 3.41e-02 4.33e-04 3.69e-05 4.33e-07 1.95e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.3 2.72e-10 6.18e-07 2.40e-04 1.54e-02 1.58e-01 4.43e-01 3.33e-01 5.00e-02 7.29e-04 6.23e-05 7.41e-07 3.75e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.2 8.17e-11 2.33e-07 1.13e-04 9.15e-03 1.18e-01 4.12e-01 3.88e-01 7.13e-02 1.21e-03 1.04e-04 1.29e-06 7.07e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.1 2.36e-11 8.44e-08 5.17e-05 5.24e-03 8.47e-02 3.72e-01 4.37e-01 9.89e-02 1.98e-03 1.71e-04 2.30e-06 1.31e-07 1.48e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-2.0 6.59e-12 2.96e-08 2.28e-05 2.90e-03 5.89e-02 3.24e-01 4.78e-01 1.33e-01 3.18e-03 2.77e-04 4.17e-06 2.41e-07 3.10e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.9 1.78e-12 1.00e-08 9.69e-06 1.55e-03 3.96e-02 2.73e-01 5.05e-01 1.75e-01 5.02e-03 4.45e-04 7.64e-06 4.40e-07 6.46e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.8 4.64e-13 3.28e-09 3.99e-06 8.04e-04 2.58e-02 2.23e-01 5.18e-01 2.23e-01 7.77e-03 7.07e-04 1.41e-05 7.97e-07 1.34e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.7 1.17e-13 1.04e-09 1.59e-06 4.04e-04 1.63e-02 1.77e-01 5.16e-01 2.77e-01 1.18e-02 1.11e-03 2.60e-05 1.44e-06 2.77e-08 2.77e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.6 2.87e-14 3.21e-10 6.18e-07 1.97e-04 9.98e-03 1.36e-01 4.99e-01 3.35e-01 1.75e-02 1.73e-03 4.80e-05 2.62e-06 5.72e-08 5.71e-09 5.06e-10 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.5 6.82e-15 9.61e-11 2.32e-07 9.32e-05 5.95e-03 1.02e-01 4.70e-01 3.94e-01 2.53e-02 2.68e-03 8.80e-05 4.80e-06 1.18e-07 1.18e-08 1.21e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.4 1.58e-15 2.79e-11 8.51e-08 4.29e-05 3.44e-03 7.43e-02 4.30e-01 4.52e-01 3.60e-02 4.11e-03 1.60e-04 8.87e-06 2.45e-07 2.46e-08 2.90e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.3 3.55e-16 7.91e-12 3.03e-08 1.92e-05 1.94e-03 5.27e-02 3.83e-01 5.05e-01 5.00e-02 6.26e-03 2.90e-04 1.66e-05 5.10e-07 5.18e-08 6.95e-09 2.08e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.2 7.78e-17 2.18e-12 1.05e-08 8.40e-06 1.07e-03 3.64e-02 3.33e-01 5.51e-01 6.79e-02 9.47e-03 5.19e-04 3.13e-05 1.07e-06 1.11e-07 1.68e-08 5.43e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.1 1.66e-17 5.87e-13 3.56e-09 3.58e-06 5.72e-04 2.46e-02 2.83e-01 5.87e-01 9.02e-02 1.42e-02 9.21e-04 5.97e-05 2.27e-06 2.40e-07 4.07e-08 1.45e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-1.0 3.47e-18 1.54e-13 1.17e-09 1.48e-06 2.99e-04 1.61e-02 2.34e-01 6.10e-01 1.17e-01 2.11e-02 1.62e-03 1.15e-04 4.86e-06 5.31e-07 1.00e-07 3.96e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-0.9 7.04e-19 3.93e-14 3.78e-10 6.01e-07 1.52e-04 1.03e-02 1.89e-01 6.18e-01 1.49e-01 3.11e-02 2.82e-03 2.22e-04 1.05e-05 1.20e-06 2.50e-07 1.10e-07 2.22e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-0.8 1.39e-19 9.79e-15 1.18e-10 2.37e-07 7.55e-05 6.46e-03 1.48e-01 6.11e-01 1.84e-01 4.53e-02 4.87e-03 4.29e-04 2.28e-05 2.74e-06 6.33e-07 3.16e-07 7.62e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-0.7 2.68e-20 2.37e-15 3.61e-11 9.09e-08 3.65e-05 3.93e-03 1.13e-01 5.87e-01 2.22e-01 6.48e-02 8.30e-03 8.28e-04 4.96e-05 6.39e-06 1.63e-06 9.25e-07 2.69e-07 7.08e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-0.6 5.00e-21 5.56e-16 1.07e-11 3.38e-08 1.71e-05 2.31e-03 8.40e-02 5.47e-01 2.60e-01 9.10e-02 1.39e-02 1.59e-03 1.08e-04 1.51e-05 4.28e-06 2.77e-06 9.71e-07 3.17e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-0.5 9.01e-22 1.26e-16 3.04e-12 1.22e-08 7.73e-06 1.32e-03 6.02e-02 4.94e-01 2.94e-01 1.25e-01 2.29e-02 3.01e-03 2.34e-04 3.57e-05 1.14e-05 8.47e-06 3.60e-06 1.46e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-0.4 1.56e-22 2.76e-17 8.37e-13 4.21e-09 3.37e-06 7.22e-04 4.15e-02 4.28e-01 3.21e-01 1.66e-01 3.67e-02 5.60e-03 5.01e-04 8.44e-05 3.04e-05 2.63e-05 1.36e-05 6.87e-07 2.13e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-0.3 2.60e-23 5.77e-18 2.20e-13 1.39e-09 1.40e-06 3.79e-04 2.74e-02 3.56e-01 3.35e-01 2.12e-01 5.70e-02 1.02e-02 1.05e-03 1.98e-04 8.16e-05 8.23e-05 5.19e-05 3.28e-06 1.24e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-0.2 4.11e-24 1.15e-18 5.53e-14 4.40e-10 5.58e-07 1.90e-04 1.73e-02 2.82e-01 3.34e-01 2.60e-01 8.52e-02 1.80e-02 2.15e-03 4.57e-04 2.17e-04 2.58e-04 1.99e-04 1.58e-05 7.28e-07 8.54e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
-0.1 6.17e-25 2.17e-19 1.31e-14 1.32e-10 2.10e-07 8.98e-05 1.03e-02 2.12e-01 3.15e-01 3.03e-01 1.22e-01 3.05e-02 4.28e-03 1.03e-03 5.70e-04 8.04e-04 7.62e-04 7.56e-05 4.29e-06 6.11e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.0 8.69e-26 3.85e-20 2.93e-15 3.70e-11 7.42e-08 4.00e-05 5.77e-03 1.49e-01 2.79e-01 3.34e-01 1.65e-01 4.95e-02 8.14e-03 2.24e-03 1.46e-03 2.46e-03 2.88e-03 3.58e-04 2.51e-05 4.35e-07 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.1 1.14e-26 6.34e-21 6.07e-16 9.65e-12 2.44e-08 1.65e-05 3.00e-03 9.77e-02 2.30e-01 3.42e-01 2.09e-01 7.56e-02 1.47e-02 4.66e-03 3.58e-03 7.28e-03 1.05e-02 1.64e-03 1.43e-04 3.04e-06 5.93e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.2 1.34e-27 9.43e-22 1.14e-16 2.27e-12 7.23e-09 6.17e-06 1.41e-03 5.78e-02 1.71e-01 3.18e-01 2.40e-01 1.05e-01 2.44e-02 8.98e-03 8.21e-03 2.02e-02 3.63e-02 7.12e-03 7.69e-04 2.01e-05 4.54e-07 3.11e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.3 1.34e-28 1.18e-22 1.80e-17 4.52e-13 1.81e-09 1.94e-06 5.59e-04 2.88e-02 1.07e-01 2.49e-01 2.34e-01 1.25e-01 3.47e-02 1.49e-02 1.63e-02 4.90e-02 1.09e-01 2.69e-02 3.63e-03 1.17e-04 3.08e-06 2.48e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.4 9.86e-30 1.10e-23 2.09e-18 6.64e-14 3.34e-10 4.52e-07 1.64e-04 1.06e-02 4.99e-02 1.45e-01 1.69e-01 1.11e-01 3.71e-02 1.87e-02 2.47e-02 9.08e-02 2.52e-01 7.80e-02 1.31e-02 5.25e-04 1.63e-05 1.54e-07 9.69e-09 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.5 4.87e-31 6.81e-25 1.64e-19 6.54e-15 4.14e-11 7.05e-08 3.22e-05 2.63e-03 1.55e-02 5.63e-02 8.23e-02 6.66e-02 2.69e-02 1.60e-02 2.56e-02 1.16e-01 4.01e-01 1.56e-01 3.29e-02 1.64e-03 6.01e-05 6.70e-07 4.73e-08 0.00e+00 0.00e+00 0.00e+00 0.00e+00
0.6 1.73e-32 3.04e-26 9.21e-21 4.62e-16 3.69e-12 7.90e-09 4.54e-06 4.66e-04 3.47e-03 1.58e-02 2.88e-02 2.89e-02 1.42e-02 1.01e-02 1.96e-02 1.09e-01 4.73e-01 2.32e-01 6.10e-02 3.78e-03 1.66e-04 2.20e-06 1.74e-07 7.47e-09 0.00e+00 0.00e+00 0.00e+00
0.7 0.00e+00 1.12e-27 4.27e-22 2.70e-17 2.71e-13 7.30e-10 5.28e-07 6.83e-05 6.39e-04 3.65e-03 8.34e-03 1.04e-02 6.26e-03 5.31e-03 1.26e-02 8.72e-02 4.71e-01 2.91e-01 9.59e-02 7.42e-03 3.94e-04 6.19e-06 5.52e-07 2.86e-08 0.00e+00 0.00e+00 0.00e+00
0.8 0.00e+00 3.69e-29 1.77e-23 1.41e-18 1.78e-14 6.04e-11 5.50e-08 8.95e-06 1.05e-04 7.57e-04 2.17e-03 3.35e-03 2.49e-03 2.55e-03 7.39e-03 6.36e-02 4.31e-01 3.34e-01 1.38e-01 1.34e-02 8.64e-04 1.62e-05 1.64e-06 1.03e-07 0.00e+00 0.00e+00 0.00e+00
0.9 0.00e+00 1.13e-30 6.80e-25 6.80e-20 1.08e-15 4.63e-12 5.30e-09 1.09e-06 1.61e-05 1.45e-04 5.22e-04 1.01e-03 9.23e-04 1.15e-03 4.09e-03 4.38e-02 3.72e-01 3.63e-01 1.89e-01 2.29e-02 1.80e-03 4.07e-05 4.67e-06 3.55e-07 2.82e-08 0.00e+00 0.00e+00
1.0 0.00e+00 3.21e-32 2.44e-26 3.08e-21 6.17e-17 3.32e-13 4.78e-10 1.23e-07 2.30e-06 2.61e-05 1.18e-04 2.83e-04 3.22e-04 4.88e-04 2.15e-03 2.87e-02 3.06e-01 3.76e-01 2.45e-01 3.73e-02 3.61e-03 9.87e-05 1.29e-05 1.19e-06 1.05e-07 0.00e+00 0.00e+00
1.1 0.00e+00 0.00e+00 8.23e-28 1.31e-22 3.30e-18 2.23e-14 4.05e-11 1.31e-08 3.09e-07 4.40e-06 2.49e-05 7.51e-05 1.06e-04 1.97e-04 1.07e-03 1.79e-02 2.40e-01 3.71e-01 3.05e-01 5.80e-02 6.93e-03 2.31e-04 3.48e-05 3.90e-06 3.81e-07 0.00e+00 0.00e+00
1.2 0.00e+00 0.00e+00 2.61e-29 5.22e-24 1.66e-19 1.41e-15 3.22e-12 1.32e-09 3.90e-08 6.99e-07 4.97e-06 1.88e-05 3.31e-05 7.57e-05 5.12e-04 1.07e-02 1.79e-01 3.49e-01 3.60e-01 8.62e-02 1.28e-02 5.19e-04 9.08e-05 1.24e-05 1.36e-06 0.00e+00 0.00e+00
1.3 0.00e+00 0.00e+00 7.81e-31 1.96e-25 7.85e-21 8.42e-17 2.42e-13 1.25e-10 4.63e-09 1.05e-07 9.35e-07 4.43e-06 9.73e-06 2.76e-05 2.32e-04 6.05e-03 1.28e-01 3.13e-01 4.07e-01 1.22e-01 2.24e-02 1.12e-03 2.29e-04 3.83e-05 4.74e-06 5.99e-08 0.00e+00
1.4 0.00e+00 0.00e+00 2.20e-32 6.96e-27 3.50e-22 4.73e-18 1.71e-14 1.11e-11 5.20e-10 1.48e-08 1.66e-07 9.86e-07 2.71e-06 9.52e-06 9.97e-05 3.27e-03 8.67e-02 2.68e-01 4.37e-01 1.65e-01 3.77e-02 2.33e-03 5.61e-04 1.14e-04 1.62e-05 2.57e-07 0.00e+00
1.5 0.00e+00 0.00e+00 0.00e+00 2.33e-28 1.48e-23 2.51e-19 1.14e-15 9.33e-13 5.50e-11 1.96e-09 2.78e-08 2.07e-07 7.14e-07 3.12e-06 4.08e-05 1.68e-03 5.59e-02 2.17e-01 4.46e-01 2.12e-01 6.05e-02 4.62e-03 1.32e-03 3.31e-04 5.39e-05 1.08e-06 0.00e+00
1.6 0.00e+00 0.00e+00 0.00e+00 7.36e-30 5.87e-25 1.26e-20 7.21e-17 7.40e-14 5.49e-12 2.47e-10 4.39e-09 4.12e-08 1.78e-07 9.68e-07 1.58e-05 8.17e-04 3.43e-02 1.68e-01 4.33e-01 2.59e-01 9.24e-02 8.77e-03 3.00e-03 9.25e-04 1.75e-04 4.41e-06 0.00e+00
1.7 0.00e+00 0.00e+00 0.00e+00 2.19e-31 2.20e-26 5.93e-22 4.28e-18 5.53e-15 5.17e-13 2.92e-11 6.55e-10 7.71e-09 4.18e-08 2.84e-07 5.82e-06 3.77e-04 1.99e-02 1.23e-01 3.99e-01 2.99e-01 1.34e-01 1.58e-02 6.53e-03 2.48e-03 5.51e-04 1.75e-05 0.00e+00
1.8 0.00e+00 0.00e+00 0.00e+00 6.13e-33 7.75e-28 2.63e-23 2.39e-19 3.89e-16 4.57e-14 3.25e-12 9.17e-11 1.36e-09 9.23e-09 7.86e-08 2.02e-06 1.64e-04 1.09e-02 8.46e-02 3.46e-01 3.27e-01 1.83e-01 2.70e-02 1.35e-02 6.37e-03 1.67e-03 6.67e-05 0.00e+00
1.9 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.54e-29 1.09e-24 1.24e-20 2.54e-17 3.77e-15 3.37e-13 1.20e-11 2.23e-10 1.90e-09 2.03e-08 6.53e-07 6.69e-05 5.59e-03 5.46e-02 2.81e-01 3.34e-01 2.35e-01 4.33e-02 2.65e-02 1.55e-02 4.83e-03 2.43e-04 4.44e-06
2.0 0.00e+00 0.00e+00 0.00e+00 0.00e+00 7.68e-31 4.13e-26 5.94e-22 1.53e-18 2.86e-16 3.22e-14 1.44e-12 3.37e-11 3.61e-10 4.83e-09 1.95e-07 2.51e-05 2.64e-03 3.25e-02 2.11e-01 3.15e-01 2.78e-01 6.41e-02 4.83e-02 3.50e-02 1.31e-02 8.32e-04 1.91e-05
2.1 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.09e-32 1.41e-27 2.56e-23 8.32e-20 1.95e-17 2.77e-15 1.56e-13 4.59e-12 6.19e-11 1.04e-09 5.27e-08 8.54e-06 1.13e-03 1.75e-02 1.43e-01 2.68e-01 2.97e-01 8.59e-02 7.98e-02 7.20e-02 3.28e-02 2.61e-03 7.56e-05
2.2 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 4.23e-29 9.66e-25 3.95e-21 1.17e-18 2.08e-16 1.47e-14 5.46e-13 9.27e-12 1.95e-10 1.24e-08 2.54e-06 4.23e-04 8.23e-03 8.45e-02 2.00e-01 2.79e-01 1.01e-01 1.16e-01 1.31e-01 7.25e-02 7.28e-03 2.65e-04
2.3 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.08e-30 3.09e-26 1.59e-22 5.91e-20 1.33e-17 1.18e-15 5.52e-14 1.18e-12 3.12e-11 2.50e-09 6.41e-07 1.34e-04 3.29e-03 4.26e-02 1.27e-01 2.22e-01 1.01e-01 1.44e-01 2.03e-01 1.38e-01 1.74e-02 7.99e-04
2.4 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.30e-32 8.31e-28 5.38e-24 2.52e-21 7.14e-19 7.99e-17 4.69e-15 1.26e-13 4.19e-12 4.22e-10 1.36e-07 3.60e-05 1.11e-03 1.81e-02 6.77e-02 1.49e-01 8.52e-02 1.52e-01 2.67e-01 2.23e-01 3.55e-02 2.05e-03
2.5 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.91e-29 1.56e-25 9.18e-23 3.27e-20 4.61e-18 3.41e-16 1.15e-14 4.82e-13 6.10e-11 2.48e-08 8.23e-06 3.20e-04 6.55e-03 3.09e-02 8.57e-02 6.15e-02 1.37e-01 3.01e-01 3.11e-01 6.22e-02 4.52e-03
2.6 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 3.88e-31 3.98e-27 2.96e-24 1.33e-21 2.35e-19 2.19e-17 9.30e-16 4.89e-14 7.80e-12 3.99e-09 1.67e-06 8.15e-05 2.10e-03 1.25e-02 4.36e-02 3.93e-02 1.09e-01 3.01e-01 3.86e-01 9.73e-02 8.90e-03
2.7 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 7.19e-33 9.30e-29 8.68e-26 4.90e-23 1.10e-20 1.28e-18 6.86e-17 4.54e-15 9.11e-13 5.86e-10 3.08e-07 1.90e-05 6.16e-04 4.61e-03 2.02e-02 2.29e-02 7.97e-02 2.76e-01 4.40e-01 1.40e-01 1.61e-02
2.8 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 2.02e-30 2.38e-27 1.69e-24 4.76e-22 7.02e-20 4.72e-18 3.93e-16 9.92e-14 8.03e-11 5.32e-08 4.12e-06 1.69e-04 1.59e-03 8.76e-03 1.25e-02 5.44e-02 2.37e-01 4.71e-01 1.88e-01 2.72e-02
2.9 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 4.17e-32 6.17e-29 5.52e-26 1.96e-23 3.63e-21 3.07e-19 3.22e-17 1.02e-14 1.04e-11 8.69e-09 8.48e-07 4.36e-05 5.17e-04 3.59e-03 6.45e-03 3.52e-02 1.92e-01 4.78e-01 2.40e-01 4.38e-02
3.0 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.52e-30 1.72e-27 7.65e-25 1.79e-22 1.90e-20 2.51e-18 1.00e-15 1.29e-12 1.35e-09 1.66e-07 1.08e-05 1.60e-04 1.40e-03 3.17e-03 2.17e-02 1.49e-01 4.64e-01 2.93e-01 6.74e-02
3.1 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 3.60e-32 5.10e-29 2.86e-26 8.42e-24 1.13e-21 1.87e-19 9.43e-17 1.52e-13 2.01e-10 3.11e-08 2.54e-06 4.77e-05 5.25e-04 1.49e-03 1.28e-02 1.11e-01 4.31e-01 3.44e-01 9.94e-02
