-3.0 5.00000e-02	1.0000e+04	9.7263e-10	1.7623e-10	He 2	0.4559435 	H  1	0.3853746 	He 1	0.0390754 	O  3	0.0285228 	O  4	0.0181161 	C  3	0.0119289 	 UTA	0.0117257 	Ne 3	0.0071466 	C  2	0.0053860  
-2.9 5.00000e-02	1.0000e+04	1.0381e-09	1.7427e-10	He 2	0.4708022 	H  1	0.3641787 	He 1	0.0322399 	O  3	0.0294292 	O  4	0.0233808 	 UTA	0.0138267 	C  3	0.0134999 	Ne 3	0.0073377 	N  3	0.0056396  
-2.8 5.00000e-02	1.0000e+04	1.1050e-09	1.7275e-10	He 2	0.4813766 	H  1	0.3447109 	O  3	0.0298359 	O  4	0.0296694 	He 1	0.0263196 	 UTA	0.0162985 	C  3	0.0149539 	Ne 3	0.0073676 	N  3	0.0061519  
-2.7 5.00000e-02	1.0000e+04	1.1732e-09	1.7159e-10	He 2	0.4877135 	H  1	0.3268223 	O  4	0.0370046 	O  3	0.0297111 	He 1	0.0212746 	 UTA	0.0191977 	C  3	0.0161705 	Ne 3	0.0072228 	N  3	0.0065889  
-2.6 5.00000e-02	1.0000e+04	1.2426e-09	1.7071e-10	He 2	0.4899887 	H  1	0.3103196 	O  4	0.0453279 	O  3	0.0290398 	 UTA	0.0225777 	He 1	0.0170387 	C  3	0.0170186 	Ne 4	0.0071455 	N  3	0.0069088  
-2.5 5.00000e-02	1.0000e+04	1.3136e-09	1.6999e-10	He 2	0.4884811 	H  1	0.2949951 	O  4	0.0544613 	O  3	0.0278245 	 UTA	0.0264851 	C  3	0.0173791 	He 1	0.0135301 	Ne 4	0.0083337 	N  3	0.0070684  
-2.4 5.00000e-02	1.0000e+04	1.3865e-09	1.6934e-10	He 2	0.4835479 	H  1	0.2806505 	O  4	0.0640653 	 UTA	0.0309564 	O  3	0.0260878 	C  3	0.0171747 	He 1	0.0106593 	O  5	0.0100303 	Ne 4	0.0094521  
-2.3 5.00000e-02	1.0000e+04	1.4619e-09	1.6865e-10	He 2	0.4756034 	H  1	0.2671142 	O  4	0.0736014 	 UTA	0.0360171 	O  3	0.0238760 	C  3	0.0163954 	O  5	0.0144462 	Ne 4	0.0104130 	He 1	0.0083368  
-2.2 5.00000e-02	1.0000e+04	1.5403e-09	1.6786e-10	He 2	0.4651058 	H  1	0.2542542 	O  4	0.0823189 	 UTA	0.0416824 	O  3	0.0212640 	O  5	0.0202696 	C  3	0.0151094 	Ne 4	0.0111321 	Fe 6	0.0077703  
-2.1 5.00000e-02	1.0000e+04	1.6224e-09	1.6689e-10	He 2	0.4525517 	H  1	0.2419884 	O  4	0.0892932 	 UTA	0.0479583 	O  5	0.0275992 	O  3	0.0183599 	C  3	0.0134500 	Ne 4	0.0115420 	Ne 5	0.0093009  
