#depth cm	Temp K	Htot erg/cm3/s	Ctot erg/cm3/s	heat fracs
8.84502e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
8.96052e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.06523e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.16523e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.26523e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.36523e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.46523e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.56523e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.66523e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.76523e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.86523e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
9.95761e-01	1.0000e+04	1.0344e-06	9.7746e-10	Comp	0.9757836 	Fe26	0.0125976 	O  8	0.0026316 	H FF	0.0015576 	Si14	0.0011644 	He 2	0.0011389 	S 16	0.0010774 	Ne10	0.0009733 	Mg12	0.0006490  
